 ID do Estudante; Idade; Gênero; Etnia; Escolaridade dos Pais; Tempo de Estudo Semanal; Faltas; Aulas de Reforço; Apoio dos Pais; Atividades Extracurriculares; Esportes; Música; Voluntariado; Média de Notas;Nota Considerada
1506;15;Feminino;Caucasiano;Graduação;4;3;Não;Moderado;Não;Sim;Não;Sim;4;A
1507;18;Feminino;Asiático;Pós-graduação;11;23;Não;Nenhum;Sim;Não;Não;Não;2,737460698;C
1508;17;Masculino;Caucasiano;Pós-graduação;6;12;Não;Nenhum;Sim;Não;Não;Sim;3,251784854;B
1509;18;Feminino;Negro;Ensino Médio;8;8;Sim;Alto;Não;Sim;Sim;Não;3,003359204;B
1510;16;Masculino;Caucasiano;Ensino Médio;1;2;Não;Muito Alto;Não;Sim;Não;Sim;3,767314043;A
1511;15;Feminino;Asiático;Ensino Superior Incompleto;9;15;Não;Moderado;Não;Não;Não;Sim;3,227706021;B
1512;16;Masculino;Caucasiano;Graduação;5;21;Sim;Baixo;Sim;Sim;Sim;Não;2,554472688;C
1513;17;Masculino;Negro;Graduação;11;7;Não;Baixo;Não;Não;Não;Sim;3,135821;B
1514;16;Masculino;Caucasiano;Ensino Médio;5;25;Sim;Muito Alto;Sim;Sim;Não;Sim;2,800908767;C
1515;16;Feminino;Negro;Pós-graduação;2;6;Sim;Alto;Não;Sim;Não;Não;3,194906791;B
1516;17;Masculino;Asiático;Graduação;9;24;Sim;Muito Alto;Não;Não;Não;Sim;2,725297543;C
1517;18;Feminino;Caucasiano;Graduação;8;22;Não;Nenhum;Não;Sim;Não;Não;2,29480209;D
1518;16;Masculino;Negro;Ensino Superior Incompleto;19;16;Não;Muito Alto;Não;Sim;Não;Não;4;A
1519;18;Masculino;Caucasiano;Ensino Superior Incompleto;4;24;Não;Muito Alto;Não;Sim;Sim;Sim;2,482523429;D
1520;16;Feminino;Asiático;Pós-graduação;2;27;Sim;Muito Alto;Sim;Sim;Não;Sim;3,09381618;B
1521;18;Masculino;Caucasiano;Ensino Superior Incompleto;4;15;Não;Nenhum;Sim;Não;Não;Não;2,490680734;D
1522;17;Masculino;Asiático;Pós-graduação;7;20;Não;Alto;Sim;Sim;Não;Não;3,721679095;A
1523;16;Feminino;Asiático;Pós-graduação;7;21;Não;Moderado;Não;Sim;Não;Não;3,311892208;B
1524;17;Masculino;Caucasiano;Graduação;13;17;Não;Alto;Sim;Não;Não;Não;3,146454563;B
1525;16;Masculino;Caucasiano;Ensino Superior Incompleto;16;15;Sim;Moderado;Sim;Não;Não;Não;4;A
1526;17;Masculino;Caucasiano;Nenhum;10;14;Não;Alto;Sim;Sim;Não;Não;3,943488749;A
1527;17;Feminino;Asiático;Nenhum;15;1;Não;Muito Alto;Não;Sim;Não;Sim;3,396583237;B
1528;16;Feminino;Caucasiano;Ensino Médio;5;28;Não;Alto;Não;Não;Sim;Não;2,866292759;C
1529;16;Feminino;Negro;Ensino Médio;10;19;Sim;Alto;Sim;Não;Não;Não;3,995518607;A
1530;16;Feminino;Asiático;Ensino Médio;9;3;Sim;Alto;Sim;Sim;Não;Não;2,910697809;C
1531;15;Masculino;Caucasiano;Ensino Médio;8;4;Não;Alto;Sim;Não;Não;Sim;3,645732845;A
1532;18;Masculino;Negro;Ensino Superior Incompleto;14;6;Não;Moderado;Não;Não;Sim;Não;4;A
1533;15;Feminino;Caucasiano;Ensino Superior Incompleto;6;28;Não;Moderado;Não;Sim;Sim;Não;3,565525417;A
1534;15;Masculino;Caucasiano;Nenhum;17;26;Não;Alto;Sim;Não;Sim;Não;3,731970258;A
1535;17;Masculino;Asiático;Nenhum;0;27;Não;Nenhum;Sim;Sim;Sim;Sim;2;D
1536;16;Masculino;Caucasiano;Graduação;14;14;Não;Alto;Sim;Sim;Sim;Não;3,839687991;A
1537;18;Masculino;Caucasiano;Ensino Superior Incompleto;1;16;Sim;Muito Alto;Não;Sim;Sim;Sim;2,124726678;D
1538;17;Feminino;Asiático;Ensino Superior Incompleto;1;9;Sim;Moderado;Sim;Não;Não;Não;3,041723395;B
1539;15;Masculino;Caucasiano;Graduação;9;19;Não;Muito Alto;Não;Sim;Não;Não;3,734654783;A
1540;16;Feminino;Outro;Graduação;19;28;Não;Moderado;Não;Não;Sim;Não;2,382414213;D
1541;17;Masculino;Outro;Ensino Superior Incompleto;14;8;Não;Baixo;Sim;Não;Sim;Não;3,816466933;A
1542;16;Feminino;Caucasiano;Graduação;9;15;Não;Moderado;Sim;Não;Sim;Não;3,4266441;B
1543;17;Masculino;Caucasiano;Pós-graduação;18;23;Não;Muito Alto;Não;Não;Não;Não;2,989344758;C
1544;16;Masculino;Asiático;Graduação;12;2;Sim;Muito Alto;Sim;Não;Sim;Sim;4;A
1545;15;Feminino;Caucasiano;Ensino Superior Incompleto;10;21;Não;Moderado;Sim;Sim;Sim;Não;2,938900509;C
1546;18;Feminino;Caucasiano;Graduação;1;26;Sim;Baixo;Sim;Sim;Não;Sim;2,477658039;D
1547;15;Masculino;Asiático;Ensino Médio;20;8;Não;Moderado;Não;Sim;Não;Sim;3,610812989;A
1548;18;Masculino;Caucasiano;Ensino Superior Incompleto;12;7;Sim;Alto;Não;Sim;Sim;Não;4;A
1549;16;Masculino;Asiático;Pós-graduação;20;22;Não;Alto;Sim;Não;Não;Não;3,421305367;B
1550;17;Masculino;Caucasiano;Ensino Superior Incompleto;0;6;Sim;Alto;Sim;Não;Não;Não;3,851620081;A
1551;15;Masculino;Caucasiano;Pós-graduação;4;16;Não;Muito Alto;Sim;Não;Não;Não;2,323146105;D
1552;18;Feminino;Caucasiano;Ensino Superior Incompleto;20;30;Sim;Alto;Não;Não;Não;Não;3,057157626;B
1553;15;Masculino;Outro;Pós-graduação;6;4;Não;Moderado;Sim;Não;Sim;Não;3,235340043;B
1554;18;Masculino;Negro;Ensino Superior Incompleto;12;6;Não;Moderado;Sim;Sim;Não;Não;3,47915923;B
1555;15;Feminino;Asiático;Nenhum;12;29;Não;Muito Alto;Sim;Não;Não;Sim;3,062589358;B
1556;18;Feminino;Caucasiano;Ensino Superior Incompleto;19;12;Não;Alto;Sim;Sim;Não;Não;4;A
1557;18;Feminino;Caucasiano;Ensino Médio;20;17;Não;Baixo;Sim;Não;Sim;Não;3,788109391;A
1558;16;Masculino;Caucasiano;Nenhum;5;30;Não;Moderado;Não;Não;Sim;Sim;2,592095317;C
1559;18;Masculino;Caucasiano;Graduação;19;21;Não;Alto;Sim;Não;Não;Sim;4;A
1560;16;Feminino;Negro;Ensino Médio;11;13;Sim;Baixo;Sim;Sim;Sim;Não;2,802333798;C
1561;18;Masculino;Negro;Graduação;7;17;Não;Alto;Sim;Não;Não;Sim;3,910477633;A
1562;17;Masculino;Caucasiano;Ensino Médio;8;2;Sim;Alto;Sim;Não;Não;Sim;4;A
1563;17;Feminino;Outro;Ensino Médio;17;16;Não;Baixo;Não;Não;Não;Sim;2,861389066;C
1564;17;Feminino;Caucasiano;Pós-graduação;10;18;Não;Alto;Sim;Sim;Sim;Não;3,558126653;A
1565;18;Feminino;Outro;Ensino Superior Incompleto;19;30;Não;Baixo;Sim;Sim;Não;Não;2,646555211;C
1566;16;Masculino;Caucasiano;Graduação;10;6;Não;Moderado;Não;Não;Sim;Não;4;A
1567;16;Masculino;Caucasiano;Graduação;14;20;Não;Moderado;Sim;Não;Não;Sim;3,335899244;B
1568;18;Feminino;Caucasiano;Ensino Superior Incompleto;8;3;Não;Alto;Sim;Não;Não;Sim;3,067444783;B
1569;17;Masculino;Caucasiano;Pós-graduação;2;14;Não;Alto;Não;Não;Não;Sim;3,252219551;B
1570;17;Feminino;Negro;Graduação;16;30;Sim;Baixo;Não;Sim;Sim;Não;3,514417961;A
1571;16;Feminino;Caucasiano;Ensino Superior Incompleto;16;28;Não;Muito Alto;Não;Não;Não;Não;3,569939299;A
1572;17;Feminino;Caucasiano;Pós-graduação;2;27;Sim;Nenhum;Não;Não;Não;Não;2;D
1573;15;Masculino;Asiático;Ensino Médio;18;23;Sim;Moderado;Não;Não;Sim;Não;3,98042889;A
1574;16;Masculino;Negro;Ensino Superior Incompleto;8;7;Não;Moderado;Sim;Sim;Não;Sim;4;A
1575;17;Feminino;Asiático;Pós-graduação;16;15;Sim;Alto;Não;Sim;Sim;Não;4;A
1576;16;Feminino;Caucasiano;Graduação;17;0;Não;Baixo;Sim;Não;Não;Não;4;A
1577;15;Feminino;Negro;Graduação;14;24;Sim;Nenhum;Não;Sim;Não;Sim;3,760490531;A
1578;16;Masculino;Negro;Graduação;0;15;Não;Moderado;Sim;Não;Não;Não;3,757263621;A
1579;16;Masculino;Caucasiano;Graduação;9;29;Não;Nenhum;Não;Sim;Não;Sim;2;D
1580;16;Feminino;Caucasiano;Pós-graduação;7;24;Não;Muito Alto;Sim;Não;Não;Não;3,033981145;B
1581;16;Feminino;Caucasiano;Ensino Médio;9;1;Sim;Baixo;Não;Não;Não;Não;3,202816126;B
1582;15;Feminino;Caucasiano;Ensino Médio;1;1;Sim;Moderado;Não;Sim;Não;Sim;3,269574346;B
1583;18;Masculino;Caucasiano;Ensino Superior Incompleto;18;7;Não;Moderado;Não;Sim;Não;Não;4;A
1584;16;Feminino;Caucasiano;Graduação;13;11;Não;Alto;Sim;Sim;Não;Não;4;A
1585;16;Feminino;Negro;Ensino Médio;7;10;Sim;Alto;Não;Não;Sim;Não;4;A
1586;17;Feminino;Negro;Nenhum;18;5;Sim;Moderado;Sim;Não;Não;Não;3,494234884;B
1587;16;Masculino;Outro;Ensino Médio;0;18;Não;Nenhum;Não;Não;Não;Não;3,065728586;B
1588;17;Masculino;Asiático;Pós-graduação;15;27;Não;Alto;Não;Sim;Não;Não;3,875313245;A
1589;18;Feminino;Caucasiano;Graduação;14;17;Sim;Nenhum;Não;Não;Não;Sim;3,448758401;B
1590;15;Masculino;Asiático;Ensino Superior Incompleto;19;4;Sim;Alto;Sim;Sim;Não;Não;4;A
1591;15;Masculino;Asiático;Ensino Médio;4;14;Não;Muito Alto;Não;Não;Não;Não;3,990714736;A
1592;18;Feminino;Caucasiano;Ensino Superior Incompleto;2;7;Sim;Moderado;Não;Não;Não;Sim;4;A
1593;15;Masculino;Negro;Ensino Médio;16;5;Não;Moderado;Sim;Sim;Não;Não;2,980139288;C
1594;18;Feminino;Outro;Ensino Médio;9;11;Sim;Nenhum;Não;Não;Não;Não;2,734325869;C
1595;18;Masculino;Negro;Pós-graduação;4;18;Não;Muito Alto;Sim;Não;Não;Não;3,979152155;A
1596;18;Feminino;Outro;Pós-graduação;10;11;Não;Alto;Não;Sim;Sim;Sim;3,12829863;B
1597;15;Feminino;Caucasiano;Ensino Médio;5;11;Sim;Baixo;Sim;Não;Não;Sim;2,382978278;D
1598;17;Masculino;Caucasiano;Nenhum;3;8;Não;Moderado;Sim;Sim;Não;Não;2,786532109;C
1599;18;Masculino;Caucasiano;Ensino Médio;6;23;Sim;Alto;Não;Não;Não;Sim;3,046991564;B
1600;16;Masculino;Negro;Ensino Superior Incompleto;18;9;Não;Moderado;Não;Sim;Não;Não;3,602182506;A
1601;15;Masculino;Asiático;Ensino Médio;6;21;Sim;Baixo;Sim;Não;Sim;Não;3,496606215;B
1602;18;Feminino;Outro;Ensino Médio;13;16;Não;Moderado;Sim;Não;Sim;Não;3,642071309;A
1603;18;Feminino;Caucasiano;Ensino Médio;16;17;Não;Alto;Sim;Sim;Sim;Não;3,509809113;A
1604;16;Masculino;Caucasiano;Graduação;16;15;Sim;Moderado;Sim;Não;Não;Não;4;A
1605;17;Masculino;Asiático;Graduação;12;3;Sim;Baixo;Não;Não;Sim;Não;4;A
1606;17;Masculino;Negro;Graduação;0;17;Não;Muito Alto;Sim;Não;Não;Sim;3,664513143;A
1607;17;Feminino;Caucasiano;Ensino Superior Incompleto;1;2;Não;Moderado;Sim;Sim;Não;Não;3,374506535;B
1608;18;Masculino;Caucasiano;Pós-graduação;17;15;Não;Moderado;Sim;Não;Não;Não;4;A
1609;18;Feminino;Asiático;Pós-graduação;3;13;Não;Alto;Sim;Não;Não;Sim;2,781770905;C
1610;18;Feminino;Asiático;Ensino Médio;12;23;Sim;Moderado;Sim;Não;Não;Não;2,919701099;C
1611;15;Feminino;Caucasiano;Ensino Médio;0;8;Não;Alto;Sim;Sim;Não;Não;3,8941062;A
1612;16;Masculino;Caucasiano;Ensino Superior Incompleto;3;5;Sim;Moderado;Sim;Não;Não;Não;3,543666693;A
1613;18;Feminino;Outro;Nenhum;1;3;Não;Alto;Não;Não;Não;Não;2,947173581;C
1614;16;Masculino;Negro;Ensino Superior Incompleto;3;26;Não;Alto;Não;Não;Não;Sim;3,360645821;B
1615;16;Masculino;Caucasiano;Ensino Superior Incompleto;15;1;Não;Muito Alto;Não;Sim;Sim;Não;4;A
1616;17;Feminino;Caucasiano;Ensino Superior Incompleto;3;22;Não;Alto;Sim;Não;Não;Sim;2,639951766;C
1617;15;Feminino;Asiático;Ensino Médio;8;9;Não;Moderado;Sim;Não;Sim;Não;2,432342017;D
1618;18;Masculino;Caucasiano;Ensino Superior Incompleto;16;10;Não;Nenhum;Não;Não;Sim;Não;3,858005044;A
1619;17;Masculino;Caucasiano;Pós-graduação;20;6;Sim;Nenhum;Não;Não;Não;Não;3,985284906;A
1620;17;Masculino;Negro;Ensino Médio;19;25;Não;Muito Alto;Não;Sim;Não;Não;3,22365824;B
1621;18;Masculino;Caucasiano;Graduação;20;24;Sim;Muito Alto;Não;Sim;Não;Não;3,058602862;B
1622;16;Masculino;Negro;Nenhum;1;4;Sim;Nenhum;Sim;Não;Não;Sim;2,444831248;D
1623;17;Masculino;Caucasiano;Nenhum;2;25;Não;Moderado;Sim;Não;Sim;Não;2,04972403;D
1624;16;Masculino;Negro;Ensino Superior Incompleto;14;3;Sim;Baixo;Sim;Sim;Não;Não;4;A
1625;15;Feminino;Caucasiano;Ensino Médio;6;25;Não;Muito Alto;Sim;Não;Sim;Sim;2,961272134;C
1626;16;Feminino;Caucasiano;Nenhum;3;5;Não;Baixo;Sim;Não;Não;Não;3,540994222;A
1627;15;Feminino;Caucasiano;Ensino Médio;11;27;Não;Moderado;Sim;Não;Sim;Não;2,912636843;C
1628;16;Masculino;Outro;Ensino Superior Incompleto;0;1;Sim;Baixo;Sim;Não;Não;Não;3,167461378;B
1629;17;Feminino;Asiático;Graduação;16;1;Sim;Moderado;Sim;Não;Sim;Não;4;A
1630;17;Feminino;Caucasiano;Ensino Médio;3;15;Não;Moderado;Sim;Não;Sim;Não;3,49231346;B
1631;15;Feminino;Asiático;Graduação;3;27;Não;Moderado;Sim;Sim;Não;Sim;2,054276352;D
1632;18;Feminino;Negro;Ensino Médio;8;24;Não;Moderado;Não;Sim;Não;Não;3,131439619;B
1633;15;Feminino;Outro;Graduação;20;22;Não;Moderado;Sim;Não;Não;Sim;3,95037643;A
1634;15;Feminino;Caucasiano;Ensino Superior Incompleto;9;22;Não;Baixo;Não;Sim;Sim;Sim;2,699606891;C
1635;16;Masculino;Negro;Graduação;18;12;Sim;Moderado;Não;Sim;Não;Não;2,976663515;C
1636;16;Feminino;Caucasiano;Pós-graduação;18;20;Não;Muito Alto;Não;Não;Não;Não;3,442809677;B
1637;15;Feminino;Caucasiano;Pós-graduação;14;6;Não;Alto;Não;Não;Não;Não;3,536610395;A
1638;17;Feminino;Outro;Nenhum;16;24;Não;Alto;Sim;Não;Não;Sim;3,811259162;A
1639;16;Feminino;Negro;Pós-graduação;6;25;Não;Moderado;Não;Não;Não;Não;3,36903563;B
1640;18;Masculino;Caucasiano;Nenhum;2;4;Não;Alto;Sim;Não;Não;Não;3,122031514;B
1641;16;Masculino;Caucasiano;Pós-graduação;4;24;Não;Moderado;Não;Não;Não;Sim;2,971432507;C
1642;16;Feminino;Asiático;Ensino Médio;15;16;Sim;Baixo;Sim;Não;Não;Sim;3,805669157;A
1643;18;Feminino;Negro;Ensino Superior Incompleto;6;12;Sim;Moderado;Sim;Não;Não;Sim;3,586310303;A
1644;15;Feminino;Caucasiano;Nenhum;15;14;Não;Baixo;Não;Não;Não;Não;3,538618008;A
1645;18;Masculino;Outro;Ensino Médio;8;27;Não;Baixo;Sim;Sim;Não;Não;2,998432353;C
1646;15;Masculino;Caucasiano;Graduação;0;2;Não;Nenhum;Sim;Não;Não;Não;3,725374898;A
1647;15;Feminino;Caucasiano;Pós-graduação;2;22;Sim;Moderado;Sim;Não;Sim;Não;3,633657893;A
1648;15;Feminino;Outro;Graduação;7;3;Não;Moderado;Sim;Sim;Não;Não;2,693598865;C
1649;18;Feminino;Caucasiano;Graduação;17;14;Sim;Alto;Sim;Sim;Não;Sim;2,903505147;C
1650;15;Masculino;Caucasiano;Graduação;17;17;Sim;Moderado;Não;Sim;Não;Não;3,677831628;A
1651;17;Feminino;Negro;Ensino Médio;18;27;Não;Muito Alto;Sim;Não;Não;Não;3,36562472;B
1652;18;Masculino;Asiático;Nenhum;6;29;Sim;Baixo;Sim;Sim;Não;Não;2,58233888;C
1653;17;Feminino;Caucasiano;Nenhum;19;2;Sim;Moderado;Não;Sim;Sim;Não;4;A
1654;15;Masculino;Outro;Ensino Superior Incompleto;5;6;Não;Muito Alto;Sim;Não;Não;Não;4;A
1655;16;Masculino;Asiático;Ensino Médio;10;7;Não;Moderado;Sim;Sim;Não;Sim;3,813254133;A
1656;15;Feminino;Caucasiano;Nenhum;4;10;Sim;Alto;Não;Não;Sim;Não;3,184680151;B
1657;17;Feminino;Asiático;Ensino Médio;11;24;Não;Moderado;Sim;Não;Não;Não;2,98956542;C
1658;17;Masculino;Caucasiano;Ensino Médio;0;21;Não;Moderado;Sim;Não;Não;Não;3,309005256;B
1659;18;Feminino;Caucasiano;Pós-graduação;18;25;Não;Baixo;Não;Sim;Não;Não;2,684112459;C
1660;16;Masculino;Asiático;Ensino Médio;10;8;Não;Muito Alto;Sim;Sim;Não;Sim;2,739492985;C
1661;18;Masculino;Outro;Ensino Superior Incompleto;14;19;Sim;Nenhum;Sim;Não;Sim;Não;3,236334766;B
1662;17;Masculino;Caucasiano;Ensino Superior Incompleto;15;11;Não;Moderado;Não;Sim;Não;Sim;4;A
1663;15;Masculino;Caucasiano;Ensino Superior Incompleto;2;4;Sim;Alto;Sim;Sim;Não;Não;4;A
1664;16;Feminino;Caucasiano;Nenhum;10;0;Não;Moderado;Sim;Sim;Não;Não;3,566790448;A
1665;15;Masculino;Caucasiano;Ensino Médio;10;13;Sim;Muito Alto;Sim;Sim;Não;Não;3,010198182;B
1666;15;Feminino;Caucasiano;Nenhum;9;24;Não;Nenhum;Não;Não;Sim;Não;2,870270459;C
1667;16;Feminino;Caucasiano;Ensino Superior Incompleto;1;24;Não;Alto;Sim;Não;Não;Não;3,439409127;B
1668;18;Masculino;Negro;Ensino Médio;19;24;Não;Moderado;Sim;Não;Sim;Não;3,914547132;A
1669;15;Feminino;Caucasiano;Ensino Superior Incompleto;4;2;Sim;Baixo;Sim;Sim;Não;Não;3,470400446;B
1670;17;Masculino;Caucasiano;Graduação;7;28;Não;Alto;Sim;Sim;Sim;Não;3,32975304;B
1671;15;Feminino;Asiático;Ensino Superior Incompleto;12;14;Sim;Moderado;Não;Sim;Não;Não;4;A
1672;16;Masculino;Asiático;Ensino Superior Incompleto;14;9;Não;Moderado;Não;Não;Não;Sim;3,735387018;A
1673;16;Masculino;Caucasiano;Ensino Superior Incompleto;1;25;Não;Muito Alto;Não;Sim;Sim;Não;2,81069589;C
1674;16;Masculino;Caucasiano;Graduação;11;9;Sim;Moderado;Sim;Sim;Não;Não;3,587206638;A
1675;18;Masculino;Negro;Ensino Médio;7;23;Não;Muito Alto;Sim;Não;Sim;Não;3,243225955;B
1676;15;Masculino;Caucasiano;Graduação;20;2;Não;Alto;Sim;Sim;Não;Não;4;A
1677;18;Feminino;Caucasiano;Graduação;18;28;Não;Alto;Sim;Não;Não;Não;2,818558354;C
1678;18;Feminino;Asiático;Ensino Superior Incompleto;0;5;Não;Muito Alto;Não;Não;Sim;Não;3,386058387;B
1679;16;Feminino;Caucasiano;Ensino Médio;7;4;Sim;Moderado;Não;Não;Sim;Sim;2,556914686;C
1680;16;Feminino;Caucasiano;Ensino Superior Incompleto;9;23;Não;Muito Alto;Não;Não;Sim;Sim;4;A
1681;18;Masculino;Caucasiano;Nenhum;12;18;Sim;Moderado;Sim;Não;Sim;Não;2,485678591;D
1682;15;Masculino;Caucasiano;Nenhum;4;13;Sim;Muito Alto;Sim;Não;Não;Não;4;A
1683;17;Masculino;Caucasiano;Ensino Médio;8;16;Não;Moderado;Sim;Não;Não;Não;4;A
1684;18;Masculino;Outro;Ensino Médio;9;11;Não;Muito Alto;Sim;Sim;Sim;Não;3,62358046;A
1685;15;Feminino;Caucasiano;Ensino Superior Incompleto;13;8;Sim;Muito Alto;Sim;Não;Não;Não;3,62483636;A
1686;16;Feminino;Caucasiano;Graduação;10;25;Sim;Alto;Não;Não;Sim;Não;2,519901433;C
1687;16;Masculino;Caucasiano;Ensino Médio;13;24;Não;Moderado;Sim;Não;Não;Sim;2,504349391;C
1688;15;Masculino;Outro;Pós-graduação;2;2;Não;Alto;Não;Não;Não;Sim;2,815867879;C
1689;17;Feminino;Negro;Pós-graduação;20;17;Não;Moderado;Não;Não;Não;Sim;3,642413033;A
1690;16;Feminino;Caucasiano;Pós-graduação;15;3;Não;Nenhum;Sim;Não;Não;Sim;4;A
1691;16;Masculino;Asiático;Graduação;19;13;Sim;Moderado;Sim;Sim;Não;Sim;3,707459176;A
1692;16;Feminino;Caucasiano;Ensino Superior Incompleto;16;23;Não;Moderado;Não;Não;Não;Não;3,872024164;A
1693;15;Feminino;Caucasiano;Nenhum;4;5;Não;Moderado;Não;Não;Sim;Sim;3,379172294;B
1694;18;Masculino;Caucasiano;Ensino Superior Incompleto;6;25;Sim;Moderado;Não;Não;Não;Não;2;D
1695;16;Masculino;Caucasiano;Ensino Superior Incompleto;16;14;Sim;Baixo;Não;Não;Não;Não;2,843582969;C
1696;18;Feminino;Caucasiano;Graduação;19;30;Sim;Moderado;Sim;Sim;Sim;Não;3,544499339;A
1697;17;Feminino;Negro;Pós-graduação;10;16;Não;Baixo;Sim;Não;Sim;Não;2,492331149;D
1698;16;Feminino;Caucasiano;Ensino Superior Incompleto;11;30;Não;Moderado;Sim;Sim;Não;Não;3,116623407;B
1699;16;Masculino;Negro;Ensino Médio;1;23;Não;Moderado;Não;Não;Sim;Não;2,450561327;D
1700;17;Masculino;Caucasiano;Ensino Médio;18;4;Sim;Alto;Não;Sim;Não;Não;4;A
1701;16;Feminino;Caucasiano;Nenhum;4;28;Sim;Moderado;Não;Sim;Sim;Não;2,242874117;D
1702;18;Feminino;Caucasiano;Ensino Superior Incompleto;10;5;Sim;Muito Alto;Sim;Não;Sim;Não;4;A
1703;15;Masculino;Outro;Ensino Superior Incompleto;18;20;Sim;Moderado;Sim;Não;Não;Não;3,427768577;B
1704;18;Feminino;Caucasiano;Graduação;6;25;Não;Baixo;Não;Não;Sim;Não;3,243295948;B
1705;15;Feminino;Negro;Ensino Superior Incompleto;20;4;Não;Moderado;Não;Não;Sim;Não;3,118741593;B
1706;15;Feminino;Caucasiano;Pós-graduação;5;18;Não;Alto;Não;Não;Não;Sim;2,796168198;C
1707;18;Feminino;Caucasiano;Graduação;10;13;Sim;Nenhum;Não;Sim;Não;Sim;2,650376864;C
1708;18;Feminino;Caucasiano;Graduação;13;3;Não;Muito Alto;Não;Sim;Não;Não;3,847360637;A
1709;18;Masculino;Caucasiano;Ensino Médio;3;4;Não;Moderado;Sim;Não;Não;Não;4;A
1710;18;Feminino;Caucasiano;Pós-graduação;7;10;Não;Moderado;Sim;Sim;Sim;Sim;2,617914523;C
1711;17;Masculino;Caucasiano;Graduação;8;26;Não;Muito Alto;Não;Sim;Não;Sim;2,195992554;D
1712;16;Feminino;Asiático;Ensino Médio;1;1;Sim;Moderado;Não;Não;Não;Não;2,436992316;D
1713;15;Masculino;Caucasiano;Ensino Médio;10;21;Não;Muito Alto;Não;Sim;Sim;Não;2,51671995;C
1714;18;Feminino;Negro;Pós-graduação;19;1;Sim;Muito Alto;Não;Não;Sim;Não;3,543915346;A
1715;18;Masculino;Caucasiano;Nenhum;6;19;Não;Muito Alto;Sim;Sim;Sim;Não;3,549476083;A
1716;18;Masculino;Negro;Ensino Superior Incompleto;3;11;Não;Muito Alto;Sim;Não;Não;Não;2,50480351;C
1717;17;Masculino;Negro;Ensino Médio;13;15;Não;Moderado;Sim;Não;Não;Não;2,844879825;C
1718;18;Masculino;Caucasiano;Graduação;0;16;Sim;Moderado;Sim;Sim;Não;Não;3,161061898;B
1719;18;Feminino;Caucasiano;Graduação;11;3;Não;Moderado;Sim;Não;Não;Não;3,602315767;A
1720;18;Feminino;Asiático;Ensino Superior Incompleto;18;13;Não;Muito Alto;Não;Sim;Não;Sim;3,019329539;B
1721;16;Feminino;Asiático;Ensino Superior Incompleto;4;6;Não;Moderado;Não;Não;Sim;Sim;4;A
1722;17;Masculino;Caucasiano;Pós-graduação;7;14;Não;Baixo;Não;Não;Não;Sim;3,229862071;B
1723;18;Masculino;Caucasiano;Graduação;10;29;Não;Alto;Sim;Não;Não;Não;3,207583086;B
1724;15;Masculino;Asiático;Pós-graduação;3;15;Não;Moderado;Sim;Não;Não;Não;3,655165945;A
1725;15;Masculino;Caucasiano;Ensino Superior Incompleto;14;7;Sim;Alto;Sim;Não;Sim;Sim;4;A
1726;15;Feminino;Negro;Ensino Médio;19;1;Sim;Muito Alto;Sim;Sim;Não;Não;3,584180716;A
1727;17;Masculino;Caucasiano;Ensino Superior Incompleto;11;18;Não;Alto;Sim;Não;Não;Não;2,496692604;D
1728;17;Masculino;Caucasiano;Graduação;19;0;Sim;Alto;Sim;Não;Não;Não;4;A
1729;15;Masculino;Negro;Ensino Médio;20;30;Sim;Alto;Sim;Sim;Não;Sim;3,941669361;A
1730;18;Masculino;Negro;Ensino Médio;9;22;Sim;Alto;Sim;Não;Sim;Não;2,673624819;C
1731;17;Feminino;Caucasiano;Nenhum;15;3;Não;Baixo;Não;Não;Não;Sim;3,402454073;B
1732;15;Feminino;Caucasiano;Ensino Superior Incompleto;7;26;Não;Moderado;Não;Não;Não;Não;2,992081899;C
1733;15;Masculino;Asiático;Graduação;19;25;Sim;Nenhum;Não;Não;Sim;Não;3,877981078;A
1734;18;Masculino;Negro;Nenhum;7;23;Sim;Alto;Sim;Não;Não;Sim;3,316312831;B
1735;16;Masculino;Caucasiano;Graduação;5;20;Não;Alto;Sim;Sim;Não;Sim;3,583937212;A
1736;17;Masculino;Negro;Pós-graduação;2;24;Não;Moderado;Não;Não;Não;Não;2,037236085;D
1737;18;Masculino;Asiático;Ensino Médio;7;21;Não;Moderado;Sim;Sim;Não;Sim;2,632228753;C
1738;15;Feminino;Asiático;Graduação;9;10;Não;Moderado;Sim;Não;Sim;Não;2,603246252;C
1739;15;Feminino;Negro;Pós-graduação;4;9;Não;Moderado;Sim;Sim;Não;Não;4;A
1740;18;Feminino;Caucasiano;Pós-graduação;10;17;Não;Moderado;Sim;Sim;Não;Não;3,857980512;A
1741;17;Masculino;Asiático;Ensino Médio;3;0;Não;Alto;Sim;Não;Não;Não;3,931576102;A
1742;16;Masculino;Negro;Ensino Médio;16;16;Não;Alto;Não;Não;Sim;Não;3,00962493;B
1743;16;Feminino;Caucasiano;Ensino Médio;2;15;Não;Moderado;Sim;Sim;Sim;Não;3,297367744;B
1744;15;Feminino;Caucasiano;Graduação;17;11;Não;Alto;Não;Sim;Sim;Não;4;A
1745;17;Feminino;Caucasiano;Graduação;7;27;Não;Moderado;Sim;Não;Não;Sim;3,410697807;B
1746;16;Masculino;Negro;Graduação;11;29;Não;Muito Alto;Não;Não;Sim;Não;3,589370739;A
